palabra,sentimiento,emocion
pista,neutro,neutro
enjuagar,neutro,neutro
disturbio,negativo,enfado
desenfrenado,negativo,enfado
ribereño,neutro,neutro
maduro,positivo,neutro
madurar,positivo,anticipacion
madurez,neutro,neutro
onda,neutro,neutro
elevar,neutro,neutro
creciente,positivo,anticipacion
riesgo,negativo,anticipacion
arriesgado,negativo,anticipacion
rito,neutro,neutro
ritual,neutro,neutro
ritualista,neutro,neutro
rival,neutro,neutro
rivalidad,negativo,enfado
río,neutro,neutro
orilla del río,neutro,neutro
remache,neutro,neutro
remachado,neutro,neutro
remachado,positivo,neutro
la carretera,neutro,neutro
carreteras,neutro,neutro
coche de turismo,positivo,alegria
calzada,neutro,neutro
vagar,neutro,neutro
rugido,neutro,neutro
tostar,neutro,neutro
robar,negativo,enfado
ladrón,negativo,disgusto
robo,negativo,enfado
túnica,neutro,neutro
robot,neutro,neutro
robótica,neutro,neutro
robusto,positivo,neutro
roc,neutro,neutro
roca,positivo,neutro
cohete,neutro,enfado
rocas,neutro,neutro
varilla,positivo,miedo
hueva,neutro,neutro
pícaro,negativo,disgusto
role,neutro,neutro
rodar,neutro,neutro
rodillo,neutro,neutro
rodillos,neutro,neutro
alegre,positivo,alegria
laminación,neutro,neutro
romance,positivo,anticipacion
romántico,positivo,anticipacion
romanticismo,positivo,alegria
retozar,positivo,alegria
techo,neutro,neutro
torre,negativo,enfado
habitación,neutro,neutro
espacioso,neutro,neutro
gallinero,neutro,neutro
gallo,neutro,neutro
raíz,neutro,neutro
arraigado,positivo,confianza
soga,neutro,neutro
rosario,neutro,neutro
rosa,neutro,neutro
Romero,neutro,neutro
rosetón,neutro,neutro
lista,neutro,neutro
rosado,positivo,neutro
putrefacción,negativo,disgusto
lista,positivo,confianza
giratorio,neutro,neutro
girar,neutro,neutro
rotación,neutro,neutro
rutina,neutro,neutro
rotor,neutro,neutro
podrido,negativo,disgusto
colorete,neutro,neutro
bruto,neutro,neutro
apenas,neutro,neutro
aspereza,negativo,neutro
ruleta,neutro,anticipacion
redondo,neutro,neutro
rotonda,neutro,neutro
redondeado,neutro,neutro
redondeo,neutro,neutro
despertar,neutro,neutro
agitador,neutro,neutro
conmovedor,neutro,neutro
derrota,negativo,neutro
ruta,neutro,neutro
rutina,positivo,confianza
vagabundo,neutro,neutro
errabundo,neutro,neutro
fila,negativo,enfado
ruidoso,negativo,neutro
real,neutro,neutro
realeza,positivo,neutro
frotar,neutro,neutro
goma,neutro,neutro
cauchos,neutro,neutro
frotamiento,neutro,neutro
basura,negativo,disgusto
escombros,negativo,miedo
rúbrica,positivo,neutro
rubí,neutro,neutro
timón,neutro,neutro
rubicundo,neutro,neutro
rudimentario,neutro,neutro
rudimentos,neutro,neutro
ruda,negativo,tristeza
fallar,neutro,neutro
volante fruncido,negativo,neutro
alfombra,neutro,neutro
escabroso,negativo,neutro
ruina,negativo,miedo
arruinado,negativo,enfado
ruinoso,negativo,enfado
restos,neutro,neutro
regla,neutro,miedo
gobernante,neutro,neutro
decisión,neutro,neutro
Ron,neutro,neutro
retumbar,neutro,neutro
hurgar,neutro,neutro
rumor,negativo,tristeza
rumoreado,neutro,neutro
grupa,neutro,neutro
huir,negativo,tristeza
runas,neutro,neutro
peldaño,neutro,neutro
corredor,neutro,neutro
correr,neutro,neutro
pista,neutro,neutro
ruptura,negativo,miedo
rural,neutro,neutro
ardid,negativo,neutro
prisa,neutro,neutro
óxido,negativo,neutro
rústico,neutro,neutro
crujido,neutro,neutro
oxidado,negativo,neutro
rodera,neutro,neutro
piedad,positivo,neutro
implacable,negativo,enfado
centeno,neutro,neutro
sable,negativo,enfado
sable,neutro,neutro
sabotaje,negativo,enfado
saco,neutro,neutro
bolsa,neutro,neutro
sacramento,neutro,neutro
sagrado,neutro,neutro
sacrificios,negativo,disgusto
sillín,neutro,neutro
desafortunadamente,negativo,tristeza
tristeza,negativo,tristeza
seguro,positivo,alegria
salvaguardia,positivo,confianza
custodia,neutro,confianza
la seguridad,neutro,neutro
azafrán,neutro,neutro
hundimiento,negativo,miedo
saga,neutro,neutro
sabio,positivo,confianza
navegar,neutro,neutro
navegación,neutro,neutro
marinero,neutro,neutro
Smo,positivo,anticipacion
santo,positivo,anticipacion
ensalada,neutro,neutro
salamandra,neutro,neutro
salario,positivo,anticipacion
rebaja,neutro,neutro
vendedor,neutro,neutro
saliente,positivo,neutro
salina,neutro,neutro
saliva,neutro,anticipacion
salida,neutro,sorpresa
salón,neutro,neutro
salón,neutro,enfado
sal,neutro,neutro
salado,neutro,neutro
saludable,positivo,alegria
saludo,neutro,neutro
saludo,positivo,alegria
salvar,neutro,neutro
salvación,positivo,anticipacion
ungüento,positivo,neutro
samba,neutro,neutro
igualdad,neutro,neutro
samurai,positivo,miedo
santificación,positivo,alegria
santificado,neutro,neutro
santificar,positivo,anticipacion
sanción,neutro,neutro
sancionada,neutro,neutro
santidad,neutro,neutro
santuario,positivo,anticipacion
arena,neutro,neutro
sandalia,neutro,neutro
lijadora,neutro,neutro
playa,neutro,neutro
arenoso,neutro,neutro
cuerdo,neutro,neutro
optimista,positivo,neutro
sanitario,positivo,neutro
cordura,neutro,neutro
sans,neutro,neutro
savia,negativo,tristeza
zafiro,neutro,neutro
lleno de savia,neutro,confianza
sarcasmo,negativo,enfado
sarcoma,negativo,miedo
sardónico,negativo,neutro
faja,neutro,neutro
satánico,negativo,enfado
cartera,neutro,neutro
saciar,neutro,neutro
satélite,neutro,neutro
satín,positivo,neutro
sátira,neutro,neutro
satírico,neutro,neutro
satisfacción,neutro,neutro
satisfactoriamente,positivo,neutro
satisfecho,positivo,alegria
saturar,neutro,neutro
saturado,negativo,disgusto
saturación,neutro,neutro
salsa,neutro,neutro
cacerola,neutro,neutro
platillo,neutro,neutro
fresco,neutro,neutro
Chucrut,neutro,neutro
sauna,neutro,neutro
salvaje,negativo,enfado
salvajismo,negativo,enfado
sabana,neutro,neutro
ahorrar,positivo,alegria
ahorro,neutro,neutro
ahorros,positivo,neutro
saborear,positivo,anticipacion
sabroso,positivo,neutro
comprensión,positivo,neutro
serrín,neutro,neutro
saxófono,neutro,neutro
saxofón,neutro,neutro
costra,negativo,neutro
vaina,neutro,neutro
andamio,negativo,miedo
andamio,neutro,neutro
escala,neutro,neutro
escamas,neutro,neutro
Vieira,neutro,neutro
cuero cabelludo,neutro,neutro
bisturí,negativo,miedo
escamoso,negativo,neutro
escanear,neutro,neutro
escándalo,negativo,miedo
escandaloso,negativo,enfado
escaso,negativo,neutro
bohordo,neutro,neutro
chivo expiatorio,negativo,enfado
cicatriz,negativo,enfado
escarabajo,neutro,neutro
escaso,negativo,miedo
apenas,negativo,tristeza
escasez,negativo,enfado
susto,negativo,enfado
espantapájaros,negativo,miedo
bufanda,neutro,neutro
escarlata,neutro,neutro
dispersión,neutro,neutro
disperso,neutro,neutro
dispersión,neutro,neutro
carroñero,negativo,neutro
escena,neutro,neutro
escenario,neutro,neutro
escénico,neutro,neutro
aroma,neutro,neutro
escéptico,neutro,confianza
escepticismo,neutro,neutro
esquemático,neutro,neutro
esquema,negativo,neutro
cisma,negativo,enfado
esquizofrenia,negativo,enfado
erudito,positivo,neutro
erudito,neutro,neutro
beca,positivo,alegria
escuela,neutro,confianza
colegial,neutro,neutro
enseñanza,neutro,neutro
maestro,neutro,neutro
goleta,neutro,neutro
ciática,negativo,neutro
Ciencias,neutro,neutro
científico,positivo,confianza
científico,positivo,anticipacion
chispa,positivo,neutro
centelleo,neutro,neutro
centelleador,neutro,neutro
vástago,neutro,neutro
tijeras,neutro,neutro
burla,negativo,enfado
regañar,negativo,enfado
regaño,negativo,enfado
cucharón,neutro,neutro
alcance,neutro,neutro
abrasador,negativo,enfado
puntaje,positivo,anticipacion
puntuaciones,neutro,neutro
desdén,negativo,enfado
escorpión,negativo,enfado
escocés,negativo,neutro
sinvergüenza,negativo,enfado
fregar,neutro,neutro
azotar,negativo,enfado
explorar,neutro,neutro
escarbar,neutro,neutro
lucha,neutro,neutro
pelea,negativo,neutro
raspar,neutro,neutro
tembladera,negativo,enfado
raspado,neutro,neutro
rascar,neutro,neutro
grito,negativo,enfado
gritando,negativo,enfado
chillido,negativo,miedo
pantalla,neutro,neutro
destornillador,neutro,neutro
atornillado,negativo,enfado
Escribiendo,neutro,neutro
escriba,positivo,neutro
pelea,negativo,sorpresa
vale,neutro,neutro
guion,positivo,neutro
bíblico,neutro,neutro
Sagrada Escritura,neutro,confianza
Desplazarse,neutro,neutro
maleza,negativo,disgusto
de chuparse los dedos,positivo,neutro
escrupuloso,neutro,neutro
escudriñar,negativo,anticipacion
escrutinio,negativo,neutro
escultor,neutro,neutro
escultura,positivo,neutro
esculpido,neutro,neutro
escoria,negativo,disgusto
mar,positivo,neutro
litoral,neutro,neutro
sello,positivo,confianza
focas,neutro,confianza
costura,neutro,neutro
marinero,neutro,neutro
sin costura,neutro,neutro
costurera,neutro,neutro
puerto marítimo,neutro,neutro
marchito,negativo,neutro
búsqueda,neutro,neutro
buscando,neutro,neutro
chamuscado,neutro,neutro
playa,neutro,neutro
temporada,neutro,neutro
sazonado,positivo,neutro
Condimento,neutro,neutro
asiento,neutro,neutro
secesión,negativo,neutro
aislado,negativo,tristeza
reclusión,negativo,miedo
secundario,neutro,neutro
segunda mano,negativo,neutro
secreto,neutro,sorpresa
secreto,neutro,confianza
secretaría,positivo,neutro
secretario,neutro,neutro
secretar,neutro,disgusto
secreción,negativo,disgusto
reservado,negativo,neutro
secretamente,neutro,neutro
secta,neutro,neutro
sectario,negativo,enfado
en corte,neutro,neutro
sector,neutro,neutro
secular,neutro,anticipacion
laicismo,neutro,neutro
valores,neutro,confianza
seguridad,neutro,neutro
sedán,neutro,neutro
sosegado,neutro,neutro
sedante,neutro,neutro
sedentario,neutro,neutro
juncia,neutro,neutro
sedimento,neutro,neutro
sedimentario,neutro,neutro
sedición,negativo,enfado
seducir,negativo,neutro
seduciendo,neutro,neutro
seducción,negativo,neutro
seductor,neutro,anticipacion
semilla,neutro,neutro
planta de semillero,neutro,neutro
buscar,neutro,anticipacion
buscador,neutro,neutro
aparentemente,neutro,neutro
vidente,neutro,neutro
hirviente,neutro,neutro
segmento,neutro,neutro
segregar,negativo,enfado
aislado,negativo,neutro
segregación,neutro,neutro
confiscar,negativo,miedo
embargo,neutro,miedo
raramente,neutro,neutro
Seleccione,neutro,neutro
selección,neutro,neutro
egoísta,negativo,enfado
egoísmo,negativo,neutro
vender,neutro,neutro
vendedor,neutro,neutro
semáforo,neutro,neutro
apariencia,neutro,neutro
semen,neutro,neutro
punto y coma,neutro,neutro
seminal,neutro,neutro
seminario,neutro,neutro
seminario,neutro,neutro
semiótica,neutro,neutro
senado,neutro,confianza
senador,neutro,neutro
enviar,neutro,neutro
senectud,neutro,neutro
senil,negativo,miedo
sénior,neutro,neutro
antigüedad,positivo,confianza
sensación,neutro,neutro
sensacional,positivo,alegria
sentido,positivo,neutro
sin sentido,negativo,enfado
Sentidos,neutro,neutro
sensibilidad,positivo,neutro
sesudamente,positivo,neutro
sensible,neutro,neutro
sensorial,neutro,neutro
sensual,negativo,anticipacion
sensualidad,positivo,anticipacion
sensual,positivo,alegria
frase,negativo,enfado
sensible,neutro,neutro
sentimiento,neutro,neutro
sentimental,positivo,neutro
sentimentalismo,positivo,neutro
centinela,positivo,confianza
centinela,neutro,confianza
separable,neutro,neutro
separado,neutro,neutro
por separado,neutro,neutro
separación,neutro,neutro
separatista,negativo,enfado
sepia,neutro,neutro
septicemia,negativo,miedo
septiembre,neutro,neutro
séptico,negativo,disgusto
pulpa,neutro,neutro
continuación,neutro,anticipacion
secuencia,neutro,neutro
consecuente,neutro,neutro
embargado,neutro,neutro
secuestro,negativo,tristeza
sereno,negativo,confianza
serenidad,positivo,anticipacion
sargento,neutro,neutro
de serie,neutro,anticipacion
serie,neutro,confianza
serif,neutro,neutro
gravedad,neutro,miedo
sermón,positivo,confianza
serpiente,negativo,disgusto
serpentina,neutro,neutro
serrado,neutro,neutro
suero,positivo,neutro
servidor,negativo,confianza
atender,negativo,confianza
Servicio,neutro,neutro
útil,neutro,neutro
servil,negativo,disgusto
servidumbre,negativo,neutro
sesión,neutro,neutro
sesión,neutro,neutro
sesiones,neutro,neutro
establecer,neutro,neutro
retrasar,negativo,tristeza
asentar,neutro,neutro
setter,neutro,neutro
asentarse,neutro,neutro
establecido,neutro,neutro
colono,neutro,neutro
fideicomitente,positivo,miedo
séptimo,neutro,neutro
setenta,neutro,neutro
cortar,negativo,neutro
divisible,neutro,neutro
separadamente,neutro,neutro
ruptura,neutro,tristeza
severamente,neutro,neutro
gravedad,neutro,neutro
coser,neutro,neutro
aguas residuales,negativo,disgusto
alcantarillado,neutro,disgusto
alcantarillado,negativo,disgusto
sexo,positivo,anticipacion
sexualidad,neutro,neutro
sexy,neutro,neutro
en mal estado,negativo,disgusto
choza,negativo,disgusto
encadenar,negativo,enfado
sombra,neutro,neutro
sombras,neutro,neutro
sombreado,neutro,neutro
sombra,neutro,neutro
vago,neutro,neutro
sombreado,negativo,miedo
eje,neutro,neutro
pelusa,neutro,neutro
lanudo,neutro,neutro
sacudir,neutro,neutro
agitado,neutro,neutro
sacudida,negativo,miedo
tembloroso,negativo,enfado
impostor,negativo,enfado
chamán,neutro,neutro
ruinas,negativo,neutro
verguenza,negativo,disgusto
vergonzoso,negativo,tristeza
desvergonzado,negativo,disgusto
llevar a la fuerza,negativo,disgusto
caña,neutro,miedo
chabola,neutro,neutro
forma,positivo,neutro
bien proporcionado,positivo,neutro
Cuota,positivo,anticipacion
accionista,neutro,neutro
tiburón,negativo,neutro
afilar,neutro,enfado
afilado,neutro,neutro
sacapuntas,neutro,neutro
nitidez,neutro,neutro
romper,negativo,enfado
destrozada,negativo,tristeza
afeitar,neutro,neutro
afeitado,neutro,neutro
chal,neutro,neutro
gavilla,neutro,neutro
cortar,neutro,neutro
tijeras,neutro,neutro
vaina,neutro,neutro
revestimiento,neutro,neutro
cobertizo,negativo,neutro
brillo,neutro,neutro
oveja,neutro,neutro
escarpado,neutro,neutro
sábana,neutro,neutro
estante,neutro,neutro
caparazón,negativo,enfado
mariscos,neutro,neutro
refugio,positivo,confianza
archivado,negativo,neutro
pastor,positivo,confianza
alguacil,neutro,confianza
Jerez,neutro,neutro
escudo,neutro,neutro
cambio,neutro,neutro
cambiando,neutro,neutro
chelín,neutro,neutro
brillar,neutro,neutro
espinilla,neutro,neutro
brillar,positivo,neutro
guijarros,neutro,neutro
brillante,positivo,anticipacion
brillante,neutro,neutro
Embarcacion,neutro,anticipacion
envío,neutro,neutro
Envío,neutro,neutro
naufragio,negativo,miedo
condado,neutro,neutro
camisa,neutro,neutro
mierda,negativo,enfado
temblar,negativo,enfado
temblando,neutro,neutro
bajíos,neutro,neutro
choque,negativo,enfado
espantosamente,neutro,sorpresa
pacotilla,negativo,enfado
zapato,neutro,neutro
zapatero,neutro,neutro
disparar,negativo,enfado
tirador,neutro,miedo
tiroteo,negativo,enfado
tienda,neutro,neutro
tendero,neutro,confianza
hurto,negativo,enfado
compras,positivo,anticipacion
costa,neutro,neutro
rapado,neutro,neutro
corto,neutro,neutro
escasez,negativo,enfado
defecto,negativo,neutro
acortar,neutro,neutro
acortamiento,neutro,neutro
taquigrafía,neutro,neutro
dentro de poco,neutro,anticipacion
falta,neutro,neutro
pantalones cortos,neutro,neutro
Disparo,negativo,enfado
escopeta,neutro,neutro
hombro,positivo,confianza
grito,neutro,enfado
empujón,negativo,enfado
pala,neutro,neutro
palear,neutro,neutro
mostrar,neutro,confianza
ducha,neutro,neutro
demostración,neutro,neutro
llamativo,negativo,neutro
metralla,neutro,miedo
desgarrar,neutro,neutro
perspicaz,positivo,neutro
grito,negativo,enfado
estridente,negativo,enfado
camarón,neutro,neutro
santuario,neutro,neutro
encogerse,negativo,miedo
contracción,neutro,neutro
sudario,neutro,tristeza
arbusto,neutro,neutro
arbustos,neutro,neutro
encogimiento de hombros,neutro,neutro
encogido,negativo,neutro
estremecimiento,negativo,miedo
barajar,neutro,neutro
arrastramiento,neutro,neutro
rehuir,negativo,enfado
derivación,neutro,neutro
cerrado,neutro,neutro
obturador,neutro,neutro
lanzadera,neutro,neutro
hermano,neutro,confianza
sic,neutro,neutro
enfermo,negativo,disgusto
nauseabundo,negativo,enfado
hoz,neutro,neutro
enfermizo,negativo,disgusto
enfermedad,negativo,disgusto
lado,neutro,neutro
aparador,neutro,neutro
esquivar,neutro,neutro
oblicuo,neutro,neutro
cerco,neutro,neutro
siesta,neutro,neutro
tamiz,neutro,neutro
cernido,neutro,neutro
suspiro,neutro,neutro
visión,neutro,neutro
señal,neutro,neutro
señal,neutro,neutro
firma,neutro,confianza
significado,neutro,neutro
importante,neutro,neutro
significación,neutro,neutro
significar,neutro,anticipacion
señalizar,neutro,neutro
silencioso,neutro,neutro
silenciosamente,neutro,neutro
silueta,neutro,neutro
seda,positivo,neutro
de seda,neutro,neutro
sedoso,neutro,neutro
umbral,neutro,neutro
tontería,neutro,neutro
tonto,negativo,alegria
limo,neutro,neutro
plata,neutro,neutro
plateado,neutro,neutro
similar,neutro,neutro
semejanza,neutro,neutro
símil,neutro,neutro
hervir a fuego lento,neutro,enfado
hirviendo,neutro,anticipacion
simple,neutro,neutro
simples,neutro,neutro
simplificar,positivo,anticipacion
simplemente,neutro,neutro
simular,neutro,neutro
simulado,neutro,neutro
simulando,neutro,neutro
simulación,neutro,neutro
simultáneo,neutro,neutro
simultaneamente,neutro,neutro
pecado,negativo,enfado
sincero,positivo,confianza
sinceridad,positivo,neutro
pecaminoso,negativo,enfado
cantar,positivo,anticipacion
cantante,neutro,neutro
único,neutro,neutro
individualmente,positivo,neutro
singular,neutro,neutro
singularidad,neutro,neutro
particularmente,neutro,sorpresa
siniestro,negativo,enfado
pileta,neutro,neutro
pecador,negativo,enfado
pecando,negativo,disgusto
seno,neutro,neutro
sorbo,neutro,neutro
sifón,neutro,neutro
señor,positivo,confianza
padre,neutro,neutro
sirena,negativo,miedo
marica,negativo,neutro
hermana,neutro,neutro
hermandad,positivo,enfado
sitio,neutro,neutro
Sith,neutro,neutro
sesión,neutro,neutro
situar,neutro,neutro
situado,neutro,neutro
situación,neutro,neutro
sexto,neutro,neutro
sesenta,neutro,neutro
Talla,neutro,neutro
chisporrotear,neutro,enfado
patinar,neutro,neutro
Patinaje,neutro,neutro
madeja,neutro,neutro
esqueleto,neutro,neutro
escéptico,neutro,neutro
escéptico,negativo,neutro
escepticismo,neutro,neutro
bosquejo,neutro,neutro
incompleto,negativo,neutro
sesgado,negativo,enfado
brocheta,neutro,neutro
esquí,neutro,neutro
patinar,negativo,enfado
esquife,neutro,neutro
habilidad,neutro,neutro
experto,positivo,neutro
sartén,neutro,neutro
hábil,positivo,confianza
desnatar,neutro,neutro
piel,neutro,neutro
flaco,neutro,neutro
saltar,negativo,neutro
patrón,neutro,neutro
escaramuza,negativo,enfado
falda,neutro,neutro
zócalo,neutro,neutro
Faldas,neutro,neutro
sketch satírico,neutro,neutro
cráneo,neutro,neutro
zorrillo,neutro,neutro
cielo,positivo,neutro
rascacielos,neutro,neutro
losa,neutro,neutro
flojo,negativo,neutro
escoria,negativo,neutro
golpe,negativo,enfado
calumnia,negativo,enfado
difamatorio,negativo,neutro
jerga,neutro,neutro
inclinación,neutro,neutro
bofetada,negativo,enfado
barra oblicua,neutro,enfado
barras,neutro,neutro
pizarra,positivo,neutro
pizarras,neutro,neutro
sacrificio,negativo,enfado
matadero,negativo,enfado
matanza,negativo,enfado
esclavo,negativo,enfado
esclavitud,negativo,enfado
matar,negativo,enfado
asesino,negativo,enfado
trineo,neutro,neutro
pulcro,positivo,neutro
dormir,neutro,neutro
durmiente,neutro,neutro
dormido,neutro,neutro
insomnio,neutro,neutro
somnoliento,neutro,neutro
aguanieve,negativo,neutro
manga,neutro,neutro
sin mangas,neutro,neutro
trineo,neutro,neutro
artimañas,neutro,neutro
esbelto,positivo,neutro
detective,neutro,neutro
rodaja,neutro,neutro
resbaloso,neutro,neutro
deslizar,neutro,neutro
corredizo,neutro,neutro
leve,neutro,neutro
levemente,neutro,neutro
delgado,positivo,neutro
limo,neutro,disgusto
baboso,negativo,disgusto
honda,neutro,neutro
escabullirse,negativo,neutro
deslizar,negativo,sorpresa
zapatilla,neutro,neutro
zapatillas,neutro,neutro
abertura,neutro,neutro
astilla,neutro,neutro
eslogan,neutro,neutro
balandra,neutro,neutro
agua sucia,negativo,disgusto
Pendiente,neutro,neutro
descuidado,negativo,disgusto
ranura,neutro,neutro
ranura,negativo,disgusto
flexible,negativo,neutro
mudar,negativo,neutro
lento,neutro,neutro
despacio,neutro,neutro
lentitud,negativo,neutro
lodo,negativo,disgusto
babosa,negativo,disgusto
lento,negativo,tristeza
compuerta,neutro,neutro
barrio bajo,negativo,disgusto
sueño,neutro,neutro
depresión,negativo,tristeza
calumnia,negativo,enfado
fango,negativo,disgusto
puta,negativo,enfado
astuto,negativo,enfado
tortazo,negativo,enfado
pequeña,negativo,neutro
menor,neutro,neutro
pequeñísimo,neutro,neutro
aplastar,negativo,enfado
colocado,negativo,neutro
noción,negativo,neutro
frotis,neutro,neutro
oler,negativo,enfado
oliendo,negativo,disgusto
eperlano,neutro,neutro
sonreír,positivo,alegria
sonriente,positivo,alegria
sonrisa afectada,negativo,neutro
herir,negativo,enfado
Herrero,neutro,confianza
herido,positivo,neutro
fumador,negativo,neutro
ahumado,neutro,neutro
de fumar,neutro,neutro
ahumado,neutro,neutro
latente,neutro,neutro
suavemente,neutro,neutro
suavidad,positivo,neutro
ahogar,negativo,enfado
mancha,negativo,neutro
presumido,negativo,neutro
hacer contrabando,negativo,miedo
contrabandista,negativo,enfado
contrabando,negativo,neutro
tizón,negativo,disgusto
bocadillo,neutro,neutro
aperitivos,neutro,neutro
engancharse,negativo,sorpresa
enganches,negativo,neutro
caracol,neutro,neutro
serpiente,negativo,disgusto
siesta,neutro,neutro
instantánea,neutro,neutro
trampa,negativo,miedo
gruñido,negativo,enfado
gruñendo,negativo,enfado
arrebatar,neutro,neutro
furtivo,negativo,enfado
Zapatillas deportivas,neutro,neutro
furtivo,negativo,anticipacion
burla,negativo,enfado
estornudar,negativo,disgusto
estornudo,neutro,neutro
risa disimulada,positivo,neutro
sarcástico,negativo,neutro
oler,neutro,neutro
recorte,neutro,neutro
agachadiza,neutro,neutro
retazo,neutro,neutro
snob,negativo,neutro
snoopy,neutro,neutro
dormitar,neutro,neutro
ronquido,neutro,neutro
bufido,neutro,tristeza
hocico,neutro,neutro
nieve,neutro,neutro
bola de nieve,neutro,neutro
copo de nieve,neutro,neutro
Nevado,neutro,neutro
rapé,neutro,neutro
Sumergir,negativo,neutro
remojo,neutro,neutro
jabón,neutro,neutro
jabonoso,neutro,neutro
altísimo,neutro,neutro
sollozo,negativo,tristeza
sobriedad,positivo,confianza
social,neutro,neutro
fútbol,neutro,neutro
sociable,positivo,neutro
social,neutro,neutro
socialismo,neutro,disgusto
socialista,negativo,enfado
sociedad,neutro,neutro
calcetín,neutro,neutro
enchufe,neutro,neutro
césped,neutro,neutro
sofá,neutro,neutro
reblandecimiento,neutro,neutro
blandura,neutro,neutro
empapado,neutro,neutro
suelo,negativo,disgusto
sucio,negativo,disgusto
morar,neutro,neutro
consuelo,positivo,neutro
solar,neutro,neutro
soldar,neutro,neutro
soldadura,neutro,neutro
soldado,positivo,enfado
único,neutro,neutro
solicitar,neutro,neutro
solicitación,neutro,neutro
abogado,neutro,neutro
sólido,positivo,neutro
solidaridad,neutro,confianza
solidificación,neutro,neutro
solidificado,neutro,neutro
solidificar,neutro,neutro
solidez,positivo,confianza
solitario,neutro,neutro
solitario,neutro,neutro
soledad,neutro,neutro
solo,neutro,neutro
solubilidad,neutro,neutro
soluble,neutro,neutro
solución,positivo,neutro
resolver,neutro,neutro
solvencia,positivo,neutro
solvente,neutro,neutro
somático,negativo,sorpresa
sombrío,negativo,tristeza
hijo,neutro,neutro
sonar,positivo,anticipacion
sonata,positivo,neutro
canción,neutro,neutro
soneto,positivo,alegria
sonoro,positivo,alegria
Hollín,negativo,disgusto
calmar,positivo,neutro
calmante,positivo,alegria
estudiante de segundo año,neutro,neutro
soprano,neutro,neutro
hechicero,neutro,neutro
brujería,negativo,anticipacion
sórdido,negativo,enfado
doloroso,negativo,enfado
dolorosamente,negativo,tristeza
dolor,negativo,disgusto
sorgo,neutro,neutro
Hermandad de mujeres,neutro,neutro
tristeza,negativo,miedo
triste,negativo,tristeza
clasificar,neutro,neutro
clasificador,positivo,neutro
salida,negativo,miedo
clasificación,neutro,neutro
sou,neutro,neutro
desalmado,negativo,disgusto
alma gemela,negativo,miedo
sonido,neutro,neutro
sondeo,neutro,neutro
solvencia,positivo,anticipacion
sopa,positivo,neutro
agrio,negativo,disgusto
fuente,neutro,neutro
recuerdo,neutro,neutro
soberano,neutro,confianza
soberanía,neutro,neutro
sembrar,neutro,neutro
spa,positivo,anticipacion
espacio,neutro,neutro
espacioso,positivo,neutro
pala,neutro,neutro
lapso,neutro,neutro
spaniel,positivo,alegria
azotar,negativo,enfado
azotaina,neutro,enfado
espato,neutro,neutro
repuesto,neutro,neutro
escasamente,neutro,neutro
Chispa - chispear,neutro,neutro
brillar,positivo,anticipacion
combate,neutro,neutro
escaso,neutro,neutro
espasmo,negativo,miedo
escupió,negativo,enfado
espátula,neutro,neutro
Aparecer,neutro,neutro
altavoz,neutro,neutro
discurso,neutro,neutro
lanza,negativo,enfado
especial,positivo,alegria
especialista,neutro,confianza
especialidad,neutro,neutro
especializarse,neutro,confianza
especialmente,neutro,neutro
metálico,positivo,neutro
especies,neutro,neutro
específico,neutro,neutro
especificación,neutro,neutro
muestra,neutro,neutro
Partícula,negativo,disgusto
moteado,neutro,neutro
especificaciones,neutro,neutro
espectáculo,negativo,neutro
gafas,neutro,neutro
espectacular,neutro,anticipacion
espectador,neutro,neutro
espectro,negativo,miedo
espectral,negativo,neutro
espectrómetro,neutro,neutro
espectrofotómetro,neutro,neutro
espectroscopia,neutro,neutro
espectro,neutro,neutro
especular,neutro,neutro
especulación,negativo,miedo
especulativo,neutro,anticipacion
espéculo,neutro,neutro
discurso,positivo,neutro
sin habla,neutro,neutro
velocidad,neutro,neutro
rápidamente,neutro,neutro
velocímetro,neutro,neutro
pista de carreras,neutro,neutro
rápido,positivo,neutro
hechizado,neutro,neutro
ortografía,positivo,neutro
spencer,neutro,neutro
gastar,neutro,neutro
gastó,negativo,neutro
esperma,neutro,neutro
arrojar,neutro,disgusto
esfera,neutro,neutro
esférico,neutro,neutro
esfinge,neutro,neutro
especia,positivo,neutro
picante,neutro,neutro
araña,neutro,disgusto
espiga,neutro,neutro
pico,neutro,miedo
claveteado,neutro,neutro
puntiagudo,neutro,neutro
derramar,neutro,neutro
girar,neutro,neutro
espinal,neutro,neutro
huso,neutro,neutro
columna vertebral,negativo,enfado
hilado,neutro,neutro
solterona,negativo,miedo
espinoso,neutro,neutro
espiral,neutro,neutro
aguja,neutro,neutro
espíritu,positivo,neutro
espíritu,positivo,anticipacion
espiritual,neutro,neutro
espiritualidad,neutro,neutro
escupir,neutro,disgusto
despecho,negativo,enfado
malévolo,negativo,enfado
chapoteo,neutro,sorpresa
bazo,neutro,neutro
espléndido,positivo,alegria
esplendor,positivo,anticipacion
empalme,neutro,neutro
ranura,neutro,neutro
entablillar,neutro,neutro
astilla,negativo,neutro
separar,negativo,neutro
terrible,negativo,tristeza
derroche,neutro,neutro
arruinar,negativo,disgusto
revelación,negativo,tristeza
arruinando,neutro,neutro
habló,negativo,neutro
hablado,neutro,neutro
portavoz,neutro,confianza
esponja,negativo,neutro
esponjoso,neutro,neutro
patrocinador,positivo,confianza
patrocinio,neutro,neutro
